PHRASE	WORDS_COUNT	FREQUENCY	SYNSETS
permissively	1	1	86845 all
persuasively	1	1	420827 all
phenomenally	1	1	421629 all
phonetically	1	1	131869 all
pig-headedly	1	1	198845 all
portentously	1	1	427561 all
possessively	1	1	427685 all
posthumously	1	1	423598 all
precariously	1	1	429097 all
precociously	1	1	429700 all
preeminently	1	1	428875 all
prodigiously	1	1	432629 all
productively	1	1	213875 all
proficiently	1	1	432997 all
profitlessly	1	1	433120 all
profligately	1	1	500447 all
propitiously	1	1	217434 all
prosperously	1	1	15860 all
protectively	1	1	211397 all
protractedly	1	1	391989 all
proverbially	1	1	433909 all
provincially	1	1	125358 all
pugnaciously	1	1	435261 all
purposefully	1	1	436088 all
questionably	1	1	437796 all
quixotically	1	1	438300 all
reassuringly	1	1	439687 all
rebelliously	1	1	198661 all
recognizably	1	1	424004 all
reflectively	1	1	440009 all
refreshfully	1	1	440250 all
regimentally	1	1	511108 all
relentlessly	1	1	217857 all
remorsefully	1	1	217998 all
repetitively	1	1	441173 all
reproducibly	1	1	60541 all
resoundingly	1	1	441999 all
respectfully	1	1	319275 all
respectively	1	1	137915 all
revengefully	1	1	443248 all
rhetorically	1	1	443724 all
rhythmically	1	1	401581 all
ridiculously	1	1	387017 all
rollickingly	1	1	221287 all
rotationally	1	1	444975 all
sardonically	1	1	445935 all
satisfyingly	1	1	183464 all
scandalously	1	1	446291 all
scrupulously	1	1	178586 all
scurrilously	1	1	447045 all
semantically	1	1	130646 all
semiannually	1	1	255315 all
sequentially	1	1	292349 all
shamefacedly	1	1	451594 all
shudderingly	1	1	453189 all
sinusoidally	1	1	515147 all
slanderously	1	1	456790 all
smolderingly	1	1	503504 all
solicitously	1	1	460894 all
specifically	1	1	41758 all
speechlessly	1	1	463876 all
sporadically	1	1	212974 all
staggeringly	1	1	196540 all
stertorously	1	1	466333 all
stragglingly	1	1	438995 all
straightaway	1	1	48739 all
structurally	1	1	243809 all
stupendously	1	1	469613 all
subjectively	1	1	412178 all
submissively	1	1	308031 all
subsequently	1	1	61203 all
successfully	1	1	119940 all
successively	1	1	180420 all
sufficiently	1	1	145571 all
suggestively	1	1	515573 all
surpassingly	1	1	471945 all
suspiciously	1	1	241272 all
syllabically	1	1	143840 all
synonymously	1	1	515914 all
tangentially	1	1	144193 all
terrifically	1	1	183090 all
thematically	1	1	127752 all
thereinafter	1	1	467916 all
thriftlessly	1	1	478512 all
traitorously	1	1	335809 all
transitively	1	1	381094 all
transitorily	1	1	480504 all
transversely	1	1	137770 all
tremendously	1	1	196540 all
triumphantly	1	1	194915 all
tumultuously	1	1	481933 all
unacceptably	1	1	55518 all
unachievably	1	1	483461 all
unassailably	1	1	482810 all
unassumingly	1	1	483330 all
unattainably	1	1	483461 all
unbecomingly	1	1	305153 all
unblinkingly	1	1	508367 all
unblushingly	1	1	484193 all
unchangeably	1	1	482810 all
uncomparably	1	1	370421 all
uncritically	1	1	184909 all
undependably	1	1	223635 all
undeservedly	1	1	301654 all
undisputedly	1	1	483042 all
uneventfully	1	1	487877 all
unexcitingly	1	1	332906 all
unfaithfully	1	1	223635 all
unfavourably	1	1	230581 all
unforgivably	1	1	333341 all
ungracefully	1	1	194362 all
ungraciously	1	1	194362 all
ungratefully	1	1	271470 all
ungrudgingly	1	1	351918 all
unilaterally	1	1	253117 all
unimaginably	1	1	488287 all
unmanageably	1	1	390421 all
unmercifully	1	1	400471 all
unnoticeably	1	1	365414 all
unoriginally	1	1	154803 all
unpardonably	1	1	333341 all
unpleasantly	1	1	219503 all
unremarkably	1	1	106921 all
unreservedly	1	1	489086 all
unseasonably	1	1	274022 all
unsportingly	1	1	464255 all
unstintingly	1	1	489425 all
unthinkingly	1	1	217245 all
untruthfully	1	1	399974 all
unwaveringly	1	1	50817 all
uproariously	1	1	182642 all
victoriously	1	1	199437 all
vindictively	1	1	443248 all
vocationally	1	1	44262 all
vociferously	1	1	154102 all
volcanically	1	1	144292 all
volitionally	1	1	305283 all
aesthetically	1	1	261231 all
affirmatively	1	1	512790 all
aggravatingly	1	1	508884 all
algebraically	1	1	131550 all
allegorically	1	1	135198 all
alternatively	1	1	63172 all
anticlockwise	1	1	254059 all
apathetically	1	1	265660 all
appropriately	1	1	139508 all
approximately	1	1	7015 all
astonishingly	1	1	213301 all
attributively	1	1	268651 all
authentically	1	1	269153 all
axiomatically	1	1	121657 all
belligerently	1	1	242478 all
bewilderingly	1	1	209227 all
biochemically	1	1	133987 all
blasphemously	1	1	279398 all
calculatingly	1	1	505979 all
captivatingly	1	1	278834 all
catalytically	1	1	77345 all
categorically	1	1	87188 all
ceremoniously	1	1	220966 all
chock-a-block	1	1	253609 all
chromatically	1	1	64361 all
circumspectly	1	1	281237 all
comparatively	1	1	160834 all
competitively	1	1	243314 all
complainingly	1	1	288307 all
conditionally	1	1	292684 all
conjecturally	1	1	20019 all
consecutively	1	1	20142 all
considerately	1	1	182775 all
constrainedly	1	1	499628 all
contractually	1	1	80768 all
contrastingly	1	1	295366 all
cooperatively	1	1	163340 all
coterminously	1	1	20676 all
defencelessly	1	1	306059 all
defenselessly	1	1	306059 all
deprecatively	1	1	82492 all
descriptively	1	1	301354 all
destructively	1	1	309515 all
detrimentally	1	1	309875 all
dialectically	1	1	248104 all
diametrically	1	1	311057 all
dichotomously	1	1	82682 all
dictatorially	1	1	311430 all
discreditably	1	1	313633 all
disgracefully	1	1	313633 all
dishonourably	1	1	313633 all
disobediently	1	1	317205 all
disparagingly	1	1	317562 all
displeasingly	1	1	318001 all
disquietingly	1	1	318951 all
disregardless	1	1	118531 all
distinctively	1	1	501452 all
distressfully	1	1	319931 all
distressingly	1	1	114609 all
distrustfully	1	1	320408 all
domineeringly	1	1	321707 all
educationally	1	1	325603 all
efficaciously	1	1	326324 all
egotistically	1	1	327089 all
encouragingly	1	1	328679 all
energetically	1	1	90651 all
enigmatically	1	1	296836 all
enthrallingly	1	1	278834 all
everlastingly	1	1	87542 all
exaggeratedly	1	1	189514 all
exceptionally	1	1	178793 all
expeditiously	1	1	235843 all
exponentially	1	1	334668 all
extemporarily	1	1	335182 all
fantastically	1	1	32180 all
fascinatingly	1	1	237152 all
flirtatiously	1	1	303034 all
frighteningly	1	1	345791 all
fundamentally	1	1	3483 all
grammatically	1	1	488143 all
half-and-half	1	1	213195 all
high-handedly	1	1	357376 all
high-mindedly	1	1	357520 all
homogeneously	1	1	504874 all
hugger-mugger	1	1	359217 all
humiliatingly	1	1	211231 all
hydraulically	1	1	360218 all
ideologically	1	1	361337 all
idiomatically	1	1	361446 all
ignominiously	1	1	313633 all
illustriously	1	1	363878 all
imaginatively	1	1	208934 all
imperceptibly	1	1	365414 all
impermissibly	1	1	87037 all
impertinently	1	1	366490 all
importunately	1	1	278633 all
impracticably	1	1	368165 all
improvidently	1	1	368989 all
inadvertently	1	1	237833 all
inattentively	1	1	66190 all
incompetently	1	1	185400 all
inconceivably	1	1	142959 all
incongruously	1	1	370763 all
incredulously	1	1	296425 all
indefatigably	1	1	52489 all
indescribably	1	1	371853 all
indifferently	1	1	372322 all
industriously	1	1	373723 all
ineffectively	1	1	326564 all
ineffectually	1	1	326146 all
inefficiently	1	1	236020 all
inexhaustibly	1	1	52489 all
inexpediently	1	1	333938 all
influentially	1	1	374045 all
informatively	1	1	374123 all
injudiciously	1	1	384912 all
inoffensively	1	1	307134 all
inopportunely	1	1	376066 all
inorganically	1	1	113441 all
inquisitively	1	1	81881 all
inscriptively	1	1	61995 all
insensitively	1	1	378029 all
insinuatingly	1	1	378888 all
instinctively	1	1	249043 all
instructively	1	1	374123 all
intelligently	1	1	202028 all
intemperately	1	1	176518 all
intentionally	1	1	62330 all
interestingly	1	1	214761 all
interracially	1	1	135902 all
intradermally	1	1	93980 all
intravenously	1	1	381430 all
intrinsically	1	1	36762 all
involuntarily	1	1	231916 all
irresponsibly	1	1	106629 all
irretrievably	1	1	382903 all
isotropically	1	1	12047 all
legislatively	1	1	129324 all
lethargically	1	1	388590 all
long-windedly	1	1	492543 all
magnanimously	1	1	394151 all
matrilineally	1	1	391803 all
meritoriously	1	1	400876 all
metabolically	1	1	114192 all
metonymically	1	1	134532 all
ministerially	1	1	402395 all
mischievously	1	1	16678 all
mistrustfully	1	1	320408 all
monolingually	1	1	209754 all
northeastward	1	1	511917 all
northwestward	1	1	512086 all
nostalgically	1	1	410720 all
nutritionally	1	1	411045 all
objectionably	1	1	306909 all
obsessionally	1	1	243608 all
obstructively	1	1	413387 all
off-the-clock	1	1	259878 all
operationally	1	1	413842 all
overbearingly	1	1	415782 all
painstakingly	1	1	416553 all
paradoxically	1	1	23263 all
parasitically	1	1	23412 all
patrilineally	1	1	391897 all
patriotically	1	1	418392 all
patronisingly	1	1	292133 all
patronizingly	1	1	292133 all
pedagogically	1	1	311651 all
penetratingly	1	1	419404 all
penetratively	1	1	419404 all
penitentially	1	1	365110 all
perfunctorily	1	1	260328 all
perseveringly	1	1	272435 all
perspicuously	1	1	389595 all
picturesquely	1	1	422104 all
pneumatically	1	1	426457 all
pragmatically	1	1	428722 all
pre-eminently	1	1	428875 all
precedentedly	1	1	488888 all
precipitately	1	1	354938 all
predicatively	1	1	125108 all
predominantly	1	1	161018 all
presumptively	1	1	53952 all
pretentiously	1	1	430921 all
progressively	1	1	59854 all
prohibitively	1	1	433247 all
prophetically	1	1	248249 all
provisionally	1	1	88777 all
provocatively	1	1	434354 all
punctiliously	1	1	435342 all
puritanically	1	1	434504 all
purposelessly	1	1	436282 all
pyramidically	1	1	54084 all
qualitatively	1	1	436676 all
radioactively	1	1	514781 all
reminiscently	1	1	440612 all
remorselessly	1	1	400471 all
reprehensibly	1	1	303647 all
reproachfully	1	1	163076 all
residentially	1	1	511205 all
resourcefully	1	1	442135 all
resplendently	1	1	350163 all
restrictively	1	1	442540 all
retroactively	1	1	212866 all
reverentially	1	1	443461 all
rhapsodically	1	1	325139 all
sarcastically	1	1	445935 all
schematically	1	1	446735 all
scrumptiously	1	1	393688 all
sensationally	1	1	448858 all
sententiously	1	1	424937 all
sentimentally	1	1	449609 all
shambolically	1	1	451513 all
single-handed	1	1	455030 all
smoulderingly	1	1	503504 all
southeastward	1	1	512210 all
southwestward	1	1	512379 all
spectacularly	1	1	209976 all
speculatively	1	1	241871 all
standoffishly	1	1	465193 all
statistically	1	1	79232 all
strategically	1	1	469068 all
stylistically	1	1	469931 all
subserviently	1	1	412409 all
superficially	1	1	143722 all
superfluously	1	1	471122 all
superlatively	1	1	471269 all
symbiotically	1	1	116180 all
symmetrically	1	1	175641 all
synchronously	1	1	472668 all
syntactically	1	1	136267 all
synthetically	1	1	472830 all
tantalizingly	1	1	195907 all
taxonomically	1	1	516034 all
tendentiously	1	1	475697 all
territorially	1	1	127640 all
thousand-fold	1	1	140271 all
threateningly	1	1	399802 all
topologically	1	1	516150 all
topsy-turvily	1	1	163704 all
traditionally	1	1	476807 all
transversally	1	1	137770 all
treacherously	1	1	335809 all
unaccompanied	1	1	157967 all
unaccountably	1	1	482659 all
unambitiously	1	1	262403 all
unappealingly	1	1	261825 all
unassertively	1	1	266647 all
unbelievingly	1	1	296425 all
uncomfortably	1	1	155187 all
unconcernedly	1	1	485341 all
unconsciously	1	1	242810 all
underhandedly	1	1	487138 all
unemotionally	1	1	185807 all
unequivocally	1	1	220490 all
unfalteringly	1	1	212208 all
unfashionably	1	1	337516 all
unforgettably	1	1	399533 all
unforgivingly	1	1	343057 all
unfortunately	1	1	42769 all
unimpeachably	1	1	437576 all
unjustifiably	1	1	238794 all
unmelodiously	1	1	399106 all
unobtrusively	1	1	412987 all
unpredictably	1	1	107722 all
unqualifiedly	1	1	229963 all
unreasoningly	1	1	511375 all
unrelentingly	1	1	217857 all
unrepentantly	1	1	364916 all
unrighteously	1	1	444070 all
unwarrantably	1	1	489972 all
vitriolically	1	1	281950 all
wrongheadedly	1	1	199137 all
absentmindedly	1	1	66190 all
advantageously	1	1	13793 all
affectionately	1	1	77747 all
alliteratively	1	1	270842 all
alphabetically	1	1	202833 all
altruistically	1	1	270974 all
antithetically	1	1	273649 all
apologetically	1	1	174106 all
appreciatively	1	1	271264 all
apprehensively	1	1	185970 all
arithmetically	1	1	271625 all
astronomically	1	1	121550 all
asymmetrically	1	1	175778 all
asymptotically	1	1	73657 all
broad-mindedly	1	1	406868 all
cantankerously	1	1	281383 all
coincidentally	1	1	510629 all
cold-bloodedly	1	1	342498 all
confidentially	1	1	169312 all
conservatively	1	1	292503 all
constructively	1	1	295006 all
contemptuously	1	1	80534 all
contumaciously	1	1	198661 all
contumeliously	1	1	80534 all
conventionally	1	1	23574 all
democratically	1	1	122427 all
departmentally	1	1	510943 all
differentially	1	1	311803 all
diplomatically	1	1	203201 all
disappointedly	1	1	312775 all
disapprovingly	1	1	262090 all
disbelievingly	1	1	296425 all
disconsolately	1	1	308767 all
discontentedly	1	1	313436 all
discouragingly	1	1	328830 all
discourteously	1	1	218681 all
disingenuously	1	1	315595 all
disputatiously	1	1	318830 all
dorsoventrally	1	1	83168 all
electronically	1	1	123582 all
embarrassingly	1	1	328235 all
empathetically	1	1	192153 all
enterprisingly	1	1	329336 all
entertainingly	1	1	329478 all
evolutionarily	1	1	331291 all
exasperatingly	1	1	85253 all
excruciatingly	1	1	261389 all
experimentally	1	1	85339 all
extortionately	1	1	333613 all
genealogically	1	1	347216 all
geographically	1	1	232172 all
good-naturedly	1	1	350078 all
governmentally	1	1	130322 all
half-heartedly	1	1	352588 all
helter-skelter	1	1	163590 all
hierarchically	1	1	255741 all
histologically	1	1	89723 all
hyperbolically	1	1	189514 all
hypocritically	1	1	315174 all
hypothetically	1	1	169971 all
inauspiciously	1	1	217640 all
inconclusively	1	1	93139 all
inconsequently	1	1	294782 all
inconsistently	1	1	120841 all
inconveniently	1	1	197561 all
indeterminably	1	1	372174 all
inexpressively	1	1	335040 all
infelicitously	1	1	339451 all
ingratiatingly	1	1	375017 all
insecticidally	1	1	62163 all
insufficiently	1	1	145854 all
intellectually	1	1	189129 all
intermediately	1	1	380235 all
intermittently	1	1	380458 all
intransitively	1	1	381254 all
irreproachably	1	1	498747 all
light-handedly	1	1	391058 all
light-headedly	1	1	82923 all
limnologically	1	1	391476 all
magniloquently	1	1	394292 all
manipulatively	1	1	395335 all
mathematically	1	1	64829 all
meanspiritedly	1	1	397930 all
meretriciously	1	1	400722 all
metaphorically	1	1	135073 all
metaphysically	1	1	134419 all
multifariously	1	1	52231 all
multilaterally	1	1	253306 all
nor'-nor'-east	1	1	411849 all
nor'-nor'-west	1	1	411947 all
obstreperously	1	1	412708 all
optimistically	1	1	414252 all
ostentatiously	1	1	415277 all
overpoweringly	1	1	239688 all
overwhelmingly	1	1	239688 all
pacifistically	1	1	416430 all
pathogenically	1	1	23875 all
pathologically	1	1	132673 all
pertinaciously	1	1	420948 all
philatelically	1	1	421838 all
phlegmatically	1	1	421978 all
polyphonically	1	1	131660 all
praiseworthily	1	1	218886 all
preferentially	1	1	184412 all
preponderantly	1	1	161018 all
preposterously	1	1	387017 all
presidentially	1	1	514696 all
presumptuously	1	1	430783 all
professionally	1	1	130432 all
professorially	1	1	125238 all
proportionally	1	1	318303 all
quantitatively	1	1	246547 all
reprehensively	1	1	291765 all
sacrilegiously	1	1	126113 all
satisfactorily	1	1	15368 all
schismatically	1	1	511284 all
scholastically	1	1	126307 all
scientifically	1	1	109949 all
self-evidently	1	1	448773 all
simultaneously	1	1	120095 all
small-mindedly	1	1	406638 all
sociologically	1	1	460747 all
sou'-sou'-east	1	1	462203 all
sou'-sou'-west	1	1	462301 all
stochastically	1	1	467147 all
subconsciously	1	1	245716 all
subcutaneously	1	1	136088 all
superciliously	1	1	459905 all
supernaturally	1	1	431238 all
systematically	1	1	120474 all
telescopically	1	1	475094 all
transitionally	1	1	480393 all
ultrasonically	1	1	6729 all
unattractively	1	1	242172 all
unchivalrously	1	1	484570 all
uncontrollably	1	1	485504 all
unconvincingly	1	1	192636 all
undecipherably	1	1	362455 all
understandably	1	1	202341 all
undramatically	1	1	139071 all
unharmoniously	1	1	236164 all
unhesitatingly	1	1	145992 all
unhygienically	1	1	360551 all
unimpressively	1	1	213700 all
unintelligibly	1	1	202554 all
unproductively	1	1	214084 all
unpropitiously	1	1	217640 all
unrecognisable	1	1	424140 all
unrecognizably	1	1	424140 all
unreproducibly	1	1	375356 all
unrestrainedly	1	1	489195 all
unromantically	1	1	470692 all
unscrupulously	1	1	489281 all
unsuccessfully	1	1	168075 all
unsuspectingly	1	1	464360 all
volumetrically	1	1	118253 all
wholeheartedly	1	1	494948 all
accommodatingly	1	1	231620 all
anisotropically	1	1	3294 all
architecturally	1	1	268165 all
argumentatively	1	1	318830 all
authoritatively	1	1	241383 all
chronologically	1	1	64464 all
compassionately	1	1	238281 all
comprehensively	1	1	288450 all
computationally	1	1	288955 all
condescendingly	1	1	292133 all
conscientiously	1	1	178586 all
consequentially	1	1	294702 all
contradictorily	1	1	141146 all
controversially	1	1	302622 all
correspondingly	1	1	187228 all
counteractively	1	1	293329 all
cytoplasmically	1	1	290852 all
demonstratively	1	1	326968 all
developmentally	1	1	302003 all
disappointingly	1	1	312925 all
disconcertingly	1	1	313263 all
disinterestedly	1	1	315780 all
dispassionately	1	1	317390 all
disrespectfully	1	1	319482 all
environmentally	1	1	329635 all
euphemistically	1	1	330833 all
extraordinarily	1	1	46863 all
grandiloquently	1	1	394292 all
gravitationally	1	1	142105 all
homeostatically	1	1	142444 all
horticulturally	1	1	142576 all
ideographically	1	1	124150 all
immunologically	1	1	513831 all
inappropriately	1	1	139759 all
inconsiderately	1	1	182907 all
inconspicuously	1	1	371171 all
incriminatingly	1	1	371344 all
inefficaciously	1	1	326564 all
inspirationally	1	1	379301 all
instantaneously	1	1	33421 all
institutionally	1	1	143148 all
insubstantially	1	1	379556 all
interchangeably	1	1	379971 all
internationally	1	1	112279 all
intramuscularly	1	1	94053 all
kinesthetically	1	1	198232 all
lackadaisically	1	1	385541 all
light-heartedly	1	1	391143 all
logarithmically	1	1	392531 all
macroscopically	1	1	111138 all
masochistically	1	1	395430 all
mechanistically	1	1	398339 all
morphologically	1	1	403911 all
musicologically	1	1	134115 all
narrow-mindedly	1	1	406638 all
neurobiological	1	1	133853 all
nonspecifically	1	1	42134 all
north-northeast	1	1	411849 all
north-northwest	1	1	411947 all
northeastwardly	1	1	511917 all
northwestwardly	1	1	512086 all
notwithstanding	1	1	27384 all
parenthetically	1	1	417510 all
pessimistically	1	1	414436 all
photometrically	1	1	122014 all
physiologically	1	1	115370 all
postoperatively	1	1	137352 all
prepositionally	1	1	514618 all
preternaturally	1	1	431238 all
problematically	1	1	432218 all
pusillanimously	1	1	454869 all
retrospectively	1	1	443097 all
sanctimoniously	1	1	446118 all
sidesplittingly	1	1	385216 all
single-handedly	1	1	455030 all
single-mindedly	1	1	455146 all
south-southeast	1	1	462203 all
south-southwest	1	1	462301 all
southeastwardly	1	1	512210 all
southwestwardly	1	1	512379 all
stereotypically	1	1	466246 all
straight-backed	1	1	330203 all
superstitiously	1	1	471352 all
surreptitiously	1	1	471757 all
symptomatically	1	1	144120 all
technologically	1	1	145341 all
telegraphically	1	1	474902 all
temperamentally	1	1	145455 all
therapeutically	1	1	127866 all
topographically	1	1	479470 all
typographically	1	1	482480 all
unceremoniously	1	1	220824 all
uncomplainingly	1	1	288091 all
understandingly	1	1	210127 all
unenergetically	1	1	388590 all
ungrammatically	1	1	488000 all
uninformatively	1	1	374277 all
uninstructively	1	1	374277 all
unintelligently	1	1	202185 all
unintentionally	1	1	62650 all
uninterestingly	1	1	214942 all
uninterruptedly	1	1	488403 all
unpatriotically	1	1	418541 all
unprecedentedly	1	1	488980 all
unpretentiously	1	1	431058 all
unquestioningly	1	1	502098 all
unrealistically	1	1	215661 all
unsentimentally	1	1	449765 all
unsymmetrically	1	1	175778 all
voyeuristically	1	1	493845 all
administratively	1	1	265166 all
antagonistically	1	1	265438 all
aristocratically	1	1	202955 all
catastrophically	1	1	132921 all
constitutionally	1	1	122124 all
conversationally	1	1	286667 all
counterclockwise	1	1	254059 all
denominationally	1	1	93489 all
diagrammatically	1	1	310847 all
ecclesiastically	1	1	324841 all
eschatologically	1	1	85116 all
extemporaneously	1	1	335182 all
hell-for-leather	1	1	108244 all
hieroglyphically	1	1	142330 all
hypothalamically	1	1	93843 all
incontrovertibly	1	1	308559 all
journalistically	1	1	384538 all
kinaesthetically	1	1	198232 all
meteorologically	1	1	134294 all
methodologically	1	1	401345 all
monosyllabically	1	1	143946 all
multiplicatively	1	1	83817 all
noncompetitively	1	1	243448 all
organizationally	1	1	415058 all
person-to-person	1	1	44579 all
photographically	1	1	121894 all
phylogenetically	1	1	115117 all
polysyllabically	1	1	144033 all
pornographically	1	1	116004 all
relativistically	1	1	130000 all
self-conceitedly	1	1	289421 all
self-consciously	1	1	448418 all
self-indulgently	1	1	116091 all
self-righteously	1	1	446118 all
thermostatically	1	1	476528 all
transcendentally	1	1	480079 all
unappreciatively	1	1	271470 all
uncompromisingly	1	1	484922 all
unconventionally	1	1	23721 all
undemocratically	1	1	122630 all
undiplomatically	1	1	203353 all
unsatisfactorily	1	1	15706 all
unscientifically	1	1	110092 all
unsystematically	1	1	120678 all
ununderstandably	1	1	202554 all
anachronistically	1	1	228112 all
contemporaneously	1	1	295176 all
cryptographically	1	1	297023 all
disadvantageously	1	1	14014 all
electrostatically	1	1	141262 all
higgledy-piggledy	1	1	255854 all
inconsequentially	1	1	294782 all
interdepartmental	1	1	380104 all
jurisprudentially	1	1	252122 all
logogrammatically	1	1	514350 all
materialistically	1	1	395916 all
pharmacologically	1	1	421471 all
philanthropically	1	1	421749 all
photoelectrically	1	1	121770 all
probabilistically	1	1	432054 all
sociobiologically	1	1	133719 all
socioeconomically	1	1	203526 all
straightforwardly	1	1	51017 all
thermodynamically	1	1	79354 all
uncontroversially	1	1	302791 all
unselfconsciously	1	1	448593 all
unsympathetically	1	1	192330 all
characteristically	1	1	247567 all
counterintuitively	1	1	254276 all
noncomprehensively	1	1	288556 all
spectrographically	1	1	463732 all
unconstitutionally	1	1	122273 all
unenthusiastically	1	1	188950 all
chromatographically	1	1	137459 all
cytophotometrically	1	1	290762 all
individualistically	1	1	58573 all
sociolinguistically	1	1	131018 all
cross-linguistically	1	1	131289 all
shoulder-to-shoulder	1	1	34500 all
uncharacteristically	1	1	247712 all
